GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,33.0,4,0.4168384301459525
M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.6280408653641197
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,1,0,0,0,Laborers,2,0,39.0,8,0.7340721568411623
F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,67.0,0,0.46007462970927265
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Core staff,2,0,36.0,14,0.15511267016015048
F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,1,0,1,0,Unknown,2,0,48.0,8,0.5225318021679702
F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,0,27.0,0,0.4626417685252479
M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1,0,52.0,6,0.7500817967904045
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,-0.0,1,0.18569137442884828
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,2,0.429684649689219
F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,45.0,2,0.47713304882292334
F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,1,Unknown,4,0,35.0,3,0.39805990712869277
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,0,46.0,20,0.24771014918929143
M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,32.0,4,0.5502990303536729
F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,2,0,27.0,6,0.6852508833564792
M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,1,High skill tech staff,2,0,55.0,2,0.7454167541416553
F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Private service staff,4,0,38.0,7,0.003953757817269111
M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,36.0,6,0.2994003534857497
F,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cleaning staff,2,0,52.0,4,0.4119015695334296
F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Core staff,2,0,28.0,4,0.4004881740293358
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,0,41.0,1,0.6889436784484602
F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,54.0,0,0.5583810088455113
M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Drivers,2,0,51.0,3,0.8842934626137747
F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Unknown,1,0,60.0,0,0.6690252657688133
M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Unknown,4,0,38.0,0,0.5247194469582375
M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Unknown,1,0,31.0,6,0.4952817445208012
F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,66.0,0,0.6043073854740885
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,29.0,1,0.4396144031119831
F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,4,0,39.0,19,0.1701321924483978
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,47.0,4,0.20418075189098253
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,HR staff,1,0,39.0,3,0.0017547080615581707
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,33.0,10,0.23769364562264106
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,0,40.0,2,0.5899963712419124
F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,3,0,43.0,7,0.16616257222095296
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,7,0.5040871863037911
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Laborers,1,0,27.0,5,0.8985344475316617
F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,2,0,27.0,6,0.6852508833564792
F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1,0,50.0,4,0.3514168081566042
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,41.0,6,0.2797201006758597
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,3,0,27.0,6,0.15778201269112765
F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,4,0,32.0,3,0.4557252386839373
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,0,43.0,13,0.259305684075533
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,1,0,52.0,6,0.6585916837680104
Unknown,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1,0,29.0,5,0.9216710949663653
F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,1,Cleaning staff,1,0,47.0,2,0.2284676774399925
M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,42.0,12,0.6267069543392526
F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,39.0,4,0.3683931655628255
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Unknown,2,0,39.0,4,0.35273100156427994
M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.6652889740430642
M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,45.0,4,0.647454280742547
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,0,57.0,23,0.12152282172192842
F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,0,37.0,17,0.26989496279160613
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2,0,46.0,0,0.5050429458027829
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Secretaries,1,0,29.0,3,0.003869797585470638
M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Unknown,1,0,23.0,1,0.14581333671399963
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,62.0,0,0.5986129611617576
F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,43.0,20,0.06436513359481394
M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,4,0,43.0,15,0.11980295973446552
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,4,0.5718935924316736
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,59.0,0,0.5152609017820176
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,52.0,15,0.37608599765975226
F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,63.0,0,0.5014611789818622
M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,1,0,1,0,Sales staff,2,0,26.0,5,0.9582342143326921
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Secretaries,1,0,53.0,16,0.0002247133431431409
F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,0,33.0,1,0.40160650393905717
F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,0,46.0,4,0.5209099540540028
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,12,0.3739750591194752
M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Core staff,1,0,31.0,9,0.18797722434063524
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,56.0,10,0.15338413853120392
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,58.0,0,0.5669635042505761
F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,31.0,0,0.3561219534826065
M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,27.0,5,0.12029514716245195
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,0,33.0,1,0.5242251059495923
M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Laborers,1,0,36.0,1,0.63552383349561
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,46.0,0,0.49618875400872486
F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,0,40.0,5,0.18722138342947509
F,N,Y,2,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,3,0,40.0,4,0.3182314549161738
F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,1,0,1,1,Core staff,3,0,48.0,1,0.3202136401904577
F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,0,53.0,33,0.040955117683863715
M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Laborers,2,0,32.0,1,0.5001512502133522
F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,43.0,14,0.24407691062577536
F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.3846187457973788
F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,0,0.913444437139932
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1,0,35.0,17,0.19631874418160886
M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,7,0.5844279386284463
F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,1,0,0,0,Medicine staff,2,0,47.0,25,0.01997938000768771
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,53.0,2,0.6369475355879839
F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,0,24.0,2,0.09381769113325097
M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,32.0,3,0.3925110793923606
F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,2,0,38.0,9,0.35692506662999735
M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Low-skill Laborers,2,0,38.0,0,0.41383175768653696
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,45.0,6,0.31277819458044404
F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,0,0,Unknown,3,0,42.0,7,0.5172281276640331
F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,5,0,37.0,19,0.1848696196986804
M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,0,Drivers,2,0,46.0,5,0.9022189467501865
F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2,0,49.0,0,0.7804066608347873
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Realty agents,3,0,32.0,8,0.0013273268116169772
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,2,0,29.0,8,0.3288825364580954
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,3,0,32.0,13,0.18930444203412686
M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,43.0,4,0.4029378790074586
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,3,0,44.0,10,0.16578542331583307
F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,Laborers,4,0,30.0,10,0.2159255162871815
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,39.0,12,0.24764480770363134
M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,32.0,4,0.5502990303536729
M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Core staff,4,0,37.0,15,0.7822330420686836
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,28.0,4,0.5852415963526292
F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,0,46.0,0,0.5728903555980571
F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,0,27.0,1,0.1947376986548412
M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,58.0,4,0.7022763011397757
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,54.0,5,0.392597471203009
F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,55.0,0,0.5214085167116148
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,59.0,0,0.5733191723185302
M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,60.0,0,0.590507362540234
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,46.0,4,0.5332965354160456
F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,64.0,36,0.015498217232434249
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,0,23.0,4,0.5499404005276531
F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,1,0,0,0,Core staff,1,0,46.0,3,0.9418957416933775
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,0,27.0,3,0.2893181226509614
F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,0,41.0,0,0.5392202593533165
F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Core staff,1,0,48.0,27,0.05717634826133966
M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,25.0,4,0.5461067275817522
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,50.0,13,0.2550358579637736
F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,0,37.0,7,0.3067204458167827
F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Accountants,4,0,34.0,6,0.36299686549653676
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,33.0,0,0.4015128310077648
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,48.0,4,0.535020466495892
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Unknown,2,0,56.0,10,0.6533591539290595
F,Y,Y,0,166500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,0,47.0,2,0.40427242114293804
F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Medicine staff,1,0,47.0,8,0.47920782163641634
M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,0,31.0,11,0.16919954519279332
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,65.0,0,0.6070949365348394
F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.6062242063478473
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Unknown,1,0,57.0,0,0.6515772881219076
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,50.0,0,0.5459275476080607
F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Cleaning staff,1,0,54.0,5,0.1585488095309091
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,45.0,22,0.0356148328303027
M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Unknown,3,0,50.0,0,0.7713809029077308
F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,52.0,0,0.5445044160456886
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,63.0,0,0.41502665097017694
M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,63.0,0,0.7045129525454465
